Tanggal,Unit Layanan Medis,Diagnosis Primer,Code,Kecamatan,total_pasien,block_code,cluster,jumlah_pasien_wilayah_scaled_scaled,Lat,Long
2024-03,Mata,"Iridocyclitis, unspecified",H20.9,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2024-03,Mata,Diabetic retinopathy,H36.0,Cigugur,253,Disorders of choroid and retina,2,-1.542490223,-7.683333,108.65
2024-03,Mata,Myopia,H52.1,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2024-03,Mata,Injury of conjunctiva and corneal abrasion without mention of foreign body,S05.0,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Presbyopia,H52.4,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2024-03,Mata,Myopia,H52.1,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2024-03,Mata,Senile cataract,H25,Cijulang,343,Disorders of lens,2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,Other disorders of lacrimal gland,H04.1,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,Disorders of refraction and accommodation,H52,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,"Glaucoma, unspecified",H40.9,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796
2024-03,Mata,Corneal transplant status,Z94.7,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2024-03,Mata,"Glaucoma, unspecified",H40.9,Kalipucang,733,Glaucoma,3,0.175059448,-7.646028349,108.6953381
2024-03,Mata,Optic atrophy,H47.2,Sidamulih,556,Disorders of optic nerve and visual pathways,0,-0.458286993,-7.642151948,108.6062757
2024-03,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757
2024-03,Mata,Observation for other suspected diseases and conditions,Z03.8,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,Conjunctivitis,H10,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2024-03,Mata,"Iridocyclitis, unspecified",H20.9,Cijulang,343,"Disorders of sclera, cornea, iris and ciliary body",2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,Myopia,H52.1,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Other disorders of cornea,H18,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2024-03,Mata,Corneal ulcer,H16.0,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Keratitis,H16,Cijulang,343,"Disorders of sclera, cornea, iris and ciliary body",2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,Foreign body in cornea,T15.0,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2024-03,Mata,Benign neoplasm of eye and adnexa,D31,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2024-03,Mata,Other disorders of lacrimal system,H04.8,Mangunjaya,230,"Disorders of eyelid, lacrimal system and orbit",2,-1.624789478,-7.486361775,108.694796
2024-03,Mata,Chalazion,H00.1,Cigugur,253,"Disorders of eyelid, lacrimal system and orbit",2,-1.542490223,-7.683333,108.65
2024-03,Mata,Astigmatism,H52.2,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2024-03,Mata,Subjective visual disturbances,H53.1,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Other vitreous opacities,H43.3,Padaherang,578,Disorders of vitreous body and globe,0,-0.379565967,-7.549917432,108.4216188
2024-03,Mata,"Foreign body on external eye, part unspecified",T15.9,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2024-03,Mata,"Iridocyclitis, unspecified",H20.9,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2024-03,Mata,Subjective visual disturbances,H53.1,Mangunjaya,230,Visual disturbances and blindness,2,-1.624789478,-7.486361775,108.694796
2024-03,Mata,"Foreign body on external eye, part unspecified",T15.9,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2024-03,Mata,"Keratitis, unspecified",H16.9,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2024-03,Mata,Other keratitis,H16.8,Cimerak,544,"Disorders of sclera, cornea, iris and ciliary body",0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,Blepharitis,H01.0,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2024-03,Mata,"Glaucoma, unspecified",H40.9,Cimerak,544,Glaucoma,0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,"Corneal scar and opacity, unspecified",H17.9,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2024-03,Mata,Other retinal detachments,H33.5,Pangandaran,1105,Disorders of choroid and retina,1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Presbyopia,H52.4,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2024-03,Mata,Keratoconjunctivitis,H16.2,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2024-03,Mata,"Injury of eye and orbit, unspecified",S05.9,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Primary open-angle glaucoma,H40.1,Cimerak,544,Glaucoma,0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,Other specified disorders of cornea,H18.8,Cimerak,544,"Disorders of sclera, cornea, iris and ciliary body",0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,Pterygium,H11.0,Cigugur,253,Disorders of conjunctiva,2,-1.542490223,-7.683333,108.65
2024-03,Mata,"Conjunctivitis, unspecified",H10.9,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Disorders of multiple cranial nerves,G52.7,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2024-03,Mata,Foreign body in cornea,T15.0,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Xanthelasma Of Eyelid,H02.6,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,Hordeolum and chalazion,H00,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Other specified disorders of eyelid,H02.8,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,Primary open-angle glaucoma,H40.1,Parigi,862,Glaucoma,3,0.636650922,-7.641850648,108.5109654
2024-03,Mata,Glaucoma,H40,Cimerak,544,Glaucoma,0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,Other disorders of sclera,H15.8,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2024-03,Mata,"Conjunctivitis, unspecified",H10.9,Cimerak,544,Disorders of conjunctiva,0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,Blepharitis,H01.0,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,Examination of eyes and vision,Z01.0,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Other vitreous opacities,H43.3,Cijulang,343,Disorders of vitreous body and globe,2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,"Iridocyclitis, unspecified",H20.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2024-03,Mata,Aphakia,H27.0,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,Injury of conjunctiva and corneal abrasion without mention of foreign body,S05.0,Cigugur,253,Other,2,-1.542490223,-7.683333,108.65
2024-03,Mata,"Disorder of refraction, unspecified",H52.7,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2024-03,Mata,"Conjunctivitis, unspecified",H10.9,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2024-03,Mata,Foreign body in cornea,T15.0,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2024-03,Mata,Keratoconjunctivitis,H16.2,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2024-03,Mata,Optic atrophy,H47.2,Langkaplancar,299,Disorders of optic nerve and visual pathways,2,-1.377891713,-7.486361775,108.694796
2024-03,Mata,"Keratitis, unspecified",H16.9,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2024-03,Mata,Aphakia,H27.0,Langkaplancar,299,Disorders of lens,2,-1.377891713,-7.486361775,108.694796
2024-03,Mata,Type 2 diabetes mellitus,E11,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2024-03,Mata,Examination of eyes and vision,Z01.0,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2024-03,Mata,"Visual disturbance, unspecified",H53.9,Cimerak,544,Visual disturbances and blindness,0,-0.501225735,-7.75108096,108.4391362
2023-04,Mata,Primary open-angle glaucoma,H40.1,Pangandaran,1105,Glaucoma,1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Scleritis,H15.0,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Aphakia,H27.0,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Scleritis,H15.0,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Presence of intraocular lens,Z96.1,Langkaplancar,299,Presence of other functional implants,2,-1.377891713,-7.486361775,108.694796
2023-04,Mata,Primary open-angle glaucoma,H40.1,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796
2023-04,Mata,Other conjunctivitis,H10.8,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Foreign body on external eye,T15,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Aphakia,H27.0,Padaherang,578,Disorders of lens,0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Optic atrophy,H47.2,Padaherang,578,Disorders of optic nerve and visual pathways,0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Senile cataract,H25,Mangunjaya,230,Disorders of lens,2,-1.624789478,-7.486361775,108.694796
2023-04,Mata,Senile cataract,H25,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Pterygium,H11.0,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Senile cataract,H25,Sidamulih,556,Disorders of lens,0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Senile cataract,H25,Padaherang,578,Disorders of lens,0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Conjunctivitis,H10,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Senile cataract,H25,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2023-04,Mata,Disorders of refraction and accommodation,H52,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Presence of intraocular lens,Z96.1,Cimerak,544,Presence of other functional implants,0,-0.501225735,-7.75108096,108.4391362
2023-04,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Senile cataract,H25,Parigi,862,Disorders of lens,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Disorders of refraction and accommodation,H52,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2023-04,Mata,Senile cataract,H25,Cijulang,343,Disorders of lens,2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Entropion and trichiasis of eyelid,H02.0,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Conjunctival haemorrhage,H11.3,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Diplopia,H53.2,Cijulang,343,Visual disturbances and blindness,2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Disorders of refraction and accommodation,H52,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-04,Mata,Chalazion,H00.1,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Presence of intraocular lens,Z96.1,Cigugur,253,Presence of other functional implants,2,-1.542490223,-7.683333,108.65
2023-04,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Other disorders of iris and ciliary body,H21,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Keratitis,H16,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Presence of intraocular lens,Z96.1,Mangunjaya,230,Presence of other functional implants,2,-1.624789478,-7.486361775,108.694796
2023-04,Mata,Keratitis,H16,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Myopia,H52.1,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Pterygium,H11.0,Langkaplancar,299,Disorders of conjunctiva,2,-1.377891713,-7.486361775,108.694796
2023-04,Mata,Other disorders affecting eyelid function,H02.5,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Diabetic retinopathy,H36.0,Cijulang,343,Disorders of choroid and retina,2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Keratitis,H16,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Myopia,H52.1,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-04,Mata,Senile cataract,H25,Cigugur,253,Disorders of lens,2,-1.542490223,-7.683333,108.65
2023-04,Mata,Hypermetropia,H52.0,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-04,Mata,Examination of eyes and vision,Z01.0,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
2023-04,Mata,Conjunctivitis,H10,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Glaucoma,H40,Pangandaran,1105,Glaucoma,1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Aphakia,H27.0,Mangunjaya,230,Disorders of lens,2,-1.624789478,-7.486361775,108.694796
2023-04,Mata,Blepharitis,H01.0,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Blepharitis,H01.0,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Aphakia,H27.0,Cijulang,343,Disorders of lens,2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Optic neuritis,H46,Padaherang,578,Disorders of optic nerve and visual pathways,0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Blepharitis,H01.0,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Conjunctivitis,H10,Cimerak,544,Disorders of conjunctiva,0,-0.501225735,-7.75108096,108.4391362
2023-04,Mata,Keratitis,H16,Cigugur,253,"Disorders of sclera, cornea, iris and ciliary body",2,-1.542490223,-7.683333,108.65
2023-04,Mata,Keratoconjunctivitis,H16.2,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,"Retinal vascular occlusion, unspecified",H34.9,Cimerak,544,Disorders of choroid and retina,0,-0.501225735,-7.75108096,108.4391362
2023-04,Mata,Other vitreous opacities,H43.3,Cijulang,343,Disorders of vitreous body and globe,2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Keratitis,H16,Mangunjaya,230,"Disorders of sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796
2023-04,Mata,Astigmatism,H52.2,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-04,Mata,Astigmatism,H52.2,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Corneal ulcer,H16.0,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Astigmatism,H52.2,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,"Disorder of cornea, unspecified",H18.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Blepharitis,H01.0,Cigugur,253,"Disorders of eyelid, lacrimal system and orbit",2,-1.542490223,-7.683333,108.65
2023-04,Mata,Visual disturbances,H53,Sidamulih,556,Visual disturbances and blindness,0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Foreign body on external eye,T15,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
2023-04,Mata,Presence of intraocular lens,Z96.1,Cijulang,343,Presence of other functional implants,2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Other retinal disorders,H35,Pangandaran,1105,Disorders of choroid and retina,1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Visual disturbances,H53,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Primary open-angle glaucoma,H40.1,Parigi,862,Glaucoma,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Blepharitis,H01.0,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Other vitreous opacities,H43.3,Cigugur,253,Disorders of vitreous body and globe,2,-1.542490223,-7.683333,108.65
2023-04,Mata,Blepharitis,H01.0,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Myopia,H52.1,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Presbyopia,H52.4,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,"Iridocyclitis, unspecified",H20.9,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Type 2 diabetes mellitus,E11,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-04,Mata,"Conjunctivitis, unspecified",H10.9,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Myopia,H52.1,Mangunjaya,230,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.624789478,-7.486361775,108.694796
2023-04,Mata,Conjunctivitis,H10,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-04,Mata,"Disorder of cornea, unspecified",H18.9,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Presbyopia,H52.4,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,"Injury of eye and orbit, unspecified",S05.9,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,"Disorder of refraction, unspecified",H52.7,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Myopia,H52.1,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,"Benign neoplasm: Connective and other soft tissue, unspecified",D21.9,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Conjunctivitis,H10,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Conjunctival haemorrhage,H11.3,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Other disorders affecting eyelid function,H02.5,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Presbyopia,H52.4,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Benign neoplasm: Conjunctiva,D31.0,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-04,Mata,Third [oculomotor] nerve palsy,H49.0,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Corneal transplant status,Z94.7,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Chalazion,H00.1,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,Hordeolum and chalazion,H00,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-04,Mata,"Conjunctivitis, unspecified",H10.9,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Primary open-angle glaucoma,H40.1,Cijulang,343,Glaucoma,2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Other specified disorders of eyelid,H02.8,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Corneal ulcer,H16.0,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Senile cataract,H25,Kalipucang,733,Disorders of lens,3,0.175059448,-7.646028349,108.6953381
2023-04,Mata,Observation for other suspected diseases and conditions,Z03.8,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Chalazion,H00.1,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-04,Mata,With ophthalmic complications,E11.3,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Conjunctivitis,H10,Cijulang,343,Disorders of conjunctiva,2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Other disorders affecting eyelid function,H02.5,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2023-04,Mata,Lagophthalmos,H02.2,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-04,Mata,Ectropion of eyelid,H02.1,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Conjunctivitis,H10,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-04,Mata,Subjective visual disturbances,H53.1,Cigugur,253,Visual disturbances and blindness,2,-1.542490223,-7.683333,108.65
2023-04,Mata,Disorders of refraction and accommodation,H52,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Corneal ulcer,H16.0,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-04,Mata,Aphakia,H27.0,Langkaplancar,299,Disorders of lens,2,-1.377891713,-7.486361775,108.694796
2023-04,Mata,Vitreous haemorrhage,H43.1,Langkaplancar,299,Disorders of vitreous body and globe,2,-1.377891713,-7.486361775,108.694796
2023-04,Mata,Optic neuritis,H46,Cimerak,544,Disorders of optic nerve and visual pathways,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Presence of intraocular lens,Z96.1,Mangunjaya,230,Presence of other functional implants,2,-1.624789478,-7.486361775,108.694796
2023-05,Mata,Senile cataract,H25,Cigugur,253,Disorders of lens,2,-1.542490223,-7.683333,108.65
2023-05,Mata,"Iridocyclitis, unspecified",H20.9,Cimerak,544,"Disorders of sclera, cornea, iris and ciliary body",0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Conjunctivitis,H10,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-05,Mata,Presence of intraocular lens,Z96.1,Cimerak,544,Presence of other functional implants,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Senile cataract,H25,Padaherang,578,Disorders of lens,0,-0.379565967,-7.549917432,108.4216188
2023-05,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Presence of intraocular lens,Z96.1,Langkaplancar,299,Presence of other functional implants,2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Retinal detachments and breaks,H33,Cimerak,544,Disorders of choroid and retina,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Keratitis,H16,Langkaplancar,299,"Disorders of sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796
2023-05,Mata,"Anophthalmos, microphthalmos and macrophthalmos",Q11,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-05,Mata,Pterygium,H11.0,Cimerak,544,Disorders of conjunctiva,0,-0.501225735,-7.75108096,108.4391362
2023-05,Mata,Keratitis,H16,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2023-05,Mata,Foreign body on external eye,T15,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
